Year;Local Government Area;Offence Subdivision;Incidents Recorded;id_loc;id
2018;Melton;Dangerous and negligent acts endangering people;8;2252;23545
2018;Melton;Other crimes against the person;2;2252;23546
2018;Melton;Robbery;1;2252;23547
2018;Melton;Stalking, harassment and threatening behaviour;2;2252;23548
2018;Melton;Assault and related offences;6;2298;23549
2018;Melton;Dangerous and negligent acts endangering people;8;2298;23550
2018;Melton;Other crimes against the person;6;2298;23551
2018;Melton;Robbery;3;2298;23552
2018;Melton;Assault and related offences;3;2507;23553
2018;Melton;Dangerous and negligent acts endangering people;1;2507;23554
2018;Melton;Stalking, harassment and threatening behaviour;2;2507;23555
2018;Melton;Assault and related offences;43;2600;23556
2018;Melton;Dangerous and negligent acts endangering people;3;2600;23557
2018;Melton;Other crimes against the person;9;2600;23558
2018;Melton;Robbery;5;2600;23559
2018;Melton;Stalking, harassment and threatening behaviour;8;2600;23560
2018;Melton;Dangerous and negligent acts endangering people;2;2639;23561
2018;Melton;Assault and related offences;4;2668;23562
2018;Melton;Dangerous and negligent acts endangering people;4;2668;23563
2018;Melton;Assault and related offences;5;2713;23564
2018;Melton;Dangerous and negligent acts endangering people;3;2713;23565
2018;Melton;Other crimes against the person;2;2713;23566
2018;Melton;Robbery;1;2713;23567
2018;Melton;Stalking, harassment and threatening behaviour;5;2713;23568
2018;Melton;Assault and related offences;15;2877;23569
2018;Melton;Dangerous and negligent acts endangering people;4;2877;23570
2018;Melton;Other crimes against the person;1;2877;23571
2018;Mildura;Assault and related offences;5;264;23572
2018;Mildura;Dangerous and negligent acts endangering people;3;264;23573
2018;Mildura;Other crimes against the person;1;264;23574
2018;Mildura;Robbery;1;264;23575
2018;Mildura;Stalking, harassment and threatening behaviour;1;264;23576
2018;Mildura;Assault and related offences;1;457;23577
2018;Mildura;Stalking, harassment and threatening behaviour;2;457;23578
2018;Mildura;Assault and related offences;4;510;23579
2018;Mildura;Other crimes against the person;1;510;23580
2018;Mildura;Stalking, harassment and threatening behaviour;1;510;23581
2018;Mildura;Assault and related offences;1;532;23582
2018;Mildura;Dangerous and negligent acts endangering people;1;682;23583
2018;Mildura;Assault and related offences;1;1194;23584
2018;Mildura;Other crimes against the person;1;1291;23585
2018;Mildura;Assault and related offences;22;1297;23586
2018;Mildura;Dangerous and negligent acts endangering people;3;1297;23587
2018;Mildura;Other crimes against the person;4;1297;23588
2018;Mildura;Stalking, harassment and threatening behaviour;5;1297;23589
2018;Mildura;Dangerous and negligent acts endangering people;1;1445;23590
2018;Mildura;Assault and related offences;27;1742;23591
2018;Mildura;Dangerous and negligent acts endangering people;1;1742;23592
2018;Mildura;Other crimes against the person;4;1742;23593
2018;Mildura;Robbery;2;1742;23594
2018;Mildura;Stalking, harassment and threatening behaviour;2;1742;23595
2018;Mildura;Dangerous and negligent acts endangering people;1;1743;23596
2018;Mildura;Assault and related offences;1;1744;23597
2018;Mildura;Assault and related offences;553;1773;23598
2018;Mildura;Dangerous and negligent acts endangering people;46;1773;23599
2018;Mildura;Other crimes against the person;67;1773;23600
2018;Mildura;Robbery;5;1773;23601
2018;Mildura;Stalking, harassment and threatening behaviour;70;1773;23602
2018;Mildura;Assault and related offences;4;1947;23603
2018;Mildura;Dangerous and negligent acts endangering people;2;1947;23604
2018;Mildura;Assault and related offences;1;1979;23605
2018;Mildura;Assault and related offences;2;2011;23606
2018;Mildura;Assault and related offences;8;2050;23607
2018;Mildura;Other crimes against the person;2;2050;23608
2018;Mildura;Stalking, harassment and threatening behaviour;2;2050;23609
2018;Mildura;Assault and related offences;11;2130;23610
2018;Mildura;Dangerous and negligent acts endangering people;5;2130;23611
2018;Mildura;Other crimes against the person;3;2130;23612
2018;Mildura;Stalking, harassment and threatening behaviour;3;2130;23613
2018;Mildura;Dangerous and negligent acts endangering people;1;2140;23614
2018;Mildura;Assault and related offences;36;2258;23615
2018;Mildura;Dangerous and negligent acts endangering people;1;2258;23616
2018;Mildura;Other crimes against the person;4;2258;23617
2018;Mildura;Robbery;1;2258;23618
2018;Mildura;Stalking, harassment and threatening behaviour;13;2258;23619
2018;Mildura;Other crimes against the person;1;2745;23620
2018;Mildura;Dangerous and negligent acts endangering people;1;2801;23621
2018;Mildura;Assault and related offences;2;3068;23622
2018;Mildura;Other crimes against the person;1;3068;23623
2018;Mitchell;Assault and related offences;11;249;23624
2018;Mitchell;Dangerous and negligent acts endangering people;2;249;23625
2018;Mitchell;Other crimes against the person;5;249;23626
2018;Mitchell;Stalking, harassment and threatening behaviour;7;249;23627
2018;Mitchell;Assault and related offences;56;364;23628
2018;Mitchell;Dangerous and negligent acts endangering people;4;364;23629
2018;Mitchell;Other crimes against the person;10;364;23630
2018;Mitchell;Stalking, harassment and threatening behaviour;20;364;23631
2018;Mitchell;Assault and related offences;4;599;23632
2018;Mitchell;Other crimes against the person;3;599;23633
2018;Mitchell;Assault and related offences;2;969;23634
2018;Mitchell;Other crimes against the person;2;1054;23635
2018;Mitchell;Assault and related offences;2;1209;23636
2018;Mitchell;Assault and related offences;2;1232;23637
2018;Mitchell;Dangerous and negligent acts endangering people;2;1232;23638
2018;Mitchell;Assault and related offences;47;1409;23639
2018;Mitchell;Dangerous and negligent acts endangering people;6;1409;23640
2018;Mitchell;Other crimes against the person;12;1409;23641
2018;Mitchell;Stalking, harassment and threatening behaviour;19;1409;23642
2018;Mitchell;Assault and related offences;4;1410;23643
2018;Mitchell;Stalking, harassment and threatening behaviour;1;1765;23644
2018;Mitchell;Assault and related offences;1;1856;23645
2018;Mitchell;Other crimes against the person;1;2090;23646
2018;Mitchell;Assault and related offences;2;2234;23647
2018;Mitchell;Assault and related offences;1;2239;23648
2018;Mitchell;Stalking, harassment and threatening behaviour;1;2239;23649
2018;Mitchell;Other crimes against the person;1;2267;23650
2018;Mitchell;Assault and related offences;177;2378;23651
2018;Mitchell;Dangerous and negligent acts endangering people;17;2378;23652
2018;Mitchell;Other crimes against the person;20;2378;23653
2018;Mitchell;Robbery;1;2378;23654
2018;Mitchell;Stalking, harassment and threatening behaviour;26;2378;23655
2018;Mitchell;Assault and related offences;3;2513;23656
2018;Mitchell;Other crimes against the person;1;2513;23657
2018;Mitchell;Assault and related offences;1;2518;23658
2018;Mitchell;Stalking, harassment and threatening behaviour;1;2518;23659
2018;Mitchell;Assault and related offences;5;2556;23660
2018;Mitchell;Dangerous and negligent acts endangering people;3;2556;23661
2018;Mitchell;Other crimes against the person;1;2556;23662
2018;Mitchell;Stalking, harassment and threatening behaviour;1;2556;23663
2018;Mitchell;Stalking, harassment and threatening behaviour;1;2664;23664
2018;Mitchell;Assault and related offences;2;2705;23665
2018;Mitchell;Assault and related offences;5;2750;23666
2018;Mitchell;Stalking, harassment and threatening behaviour;2;2750;23667
2018;Mitchell;Assault and related offences;104;2794;23668
2018;Mitchell;Dangerous and negligent acts endangering people;16;2794;23669
2018;Mitchell;Other crimes against the person;6;2794;23670
2018;Mitchell;Robbery;3;2794;23671
2018;Mitchell;Stalking, harassment and threatening behaviour;33;2794;23672
2018;Mitchell;Assault and related offences;7;2811;23673
2018;Mitchell;Dangerous and negligent acts endangering people;1;2811;23674
2018;Mitchell;Other crimes against the person;4;2811;23675
2018;Mitchell;Stalking, harassment and threatening behaviour;3;2811;23676
2018;Mitchell;Assault and related offences;1;2854;23677
2018;Mitchell;Stalking, harassment and threatening behaviour;2;2854;23678
2018;Mitchell;Assault and related offences;1;2907;23679
2018;Moira;Stalking, harassment and threatening behaviour;1;32;23680
2018;Moira;Assault and related offences;6;152;23681
2018;Moira;Other crimes against the person;2;152;23682
2018;Moira;Assault and related offences;2;188;23683
2018;Moira;Stalking, harassment and threatening behaviour;2;188;23684
2018;Moira;Assault and related offences;1;415;23685
2018;Moira;Other crimes against the person;1;416;23686
2018;Moira;Assault and related offences;3;442;23687
2018;Moira;Dangerous and negligent acts endangering people;1;442;23688
2018;Moira;Assault and related offences;47;616;23689
2018;Moira;Dangerous and negligent acts endangering people;8;616;23690
2018;Moira;Other crimes against the person;17;616;23691
2018;Moira;Robbery;1;616;23692
2018;Moira;Stalking, harassment and threatening behaviour;5;616;23693
2018;Moira;Assault and related offences;1;617;23694
2018;Moira;Other crimes against the person;2;1285;23695
2018;Moira;Assault and related offences;1;1334;23696
2018;Moira;Assault and related offences;3;1360;23697
2018;Moira;Dangerous and negligent acts endangering people;2;1360;23698
2018;Moira;Assault and related offences;2;1364;23699
2018;Moira;Other crimes against the person;4;1364;23700
2018;Moira;Assault and related offences;2;1442;23701
2018;Moira;Other crimes against the person;1;1442;23702
2018;Moira;Stalking, harassment and threatening behaviour;1;1442;23703
2018;Moira;Other crimes against the person;1;1460;23704
2018;Moira;Assault and related offences;1;1924;23705
2018;Moira;Assault and related offences;2;1930;23706
2018;Moira;Assault and related offences;17;2004;23707
2018;Moira;Other crimes against the person;1;2004;23708
2018;Moira;Stalking, harassment and threatening behaviour;7;2004;23709
2018;Moira;Assault and related offences;20;2094;23710
2018;Moira;Dangerous and negligent acts endangering people;3;2094;23711
2018;Moira;Other crimes against the person;12;2094;23712
2018;Moira;Stalking, harassment and threatening behaviour;7;2094;23713
2018;Moira;Dangerous and negligent acts endangering people;1;2162;23714
2018;Moira;Assault and related offences;2;2176;23715
2018;Moira;Stalking, harassment and threatening behaviour;1;2176;23716
2018;Moira;Dangerous and negligent acts endangering people;1;2462;23717
2018;Moira;Assault and related offences;5;2504;23718
2018;Moira;Dangerous and negligent acts endangering people;2;2504;23719
2018;Moira;Other crimes against the person;6;2504;23720
2018;Moira;Stalking, harassment and threatening behaviour;2;2504;23721
2018;Moira;Assault and related offences;1;2608;23722
2018;Moira;Assault and related offences;6;2718;23723
2018;Moira;Assault and related offences;1;2772;23724
2018;Moira;Other crimes against the person;1;2772;23725
2018;Moira;Assault and related offences;1;2919;23726
2018;Moira;Stalking, harassment and threatening behaviour;1;2919;23727
2018;Moira;Assault and related offences;1;3014;23728
2018;Moira;Other crimes against the person;1;3014;23729
2018;Moira;Assault and related offences;2;3029;23730
2018;Moira;Assault and related offences;31;3061;23731
2018;Moira;Dangerous and negligent acts endangering people;6;3061;23732
2018;Moira;Other crimes against the person;11;3061;23733
2018;Moira;Stalking, harassment and threatening behaviour;4;3061;23734
2018;Moira;Assault and related offences;3;3063;23735
2018;Moira;Other crimes against the person;1;3063;23736
2018;Moira;Stalking, harassment and threatening behaviour;2;3063;23737
2018;Monash;Assault and related offences;32;82;23738
2018;Monash;Dangerous and negligent acts endangering people;2;82;23739
2018;Monash;Other crimes against the person;7;82;23740
2018;Monash;Robbery;2;82;23741
2018;Monash;Stalking, harassment and threatening behaviour;3;82;23742
2018;Monash;Assault and related offences;3;446;23743
2018;Monash;Other crimes against the person;2;446;23744
2018;Monash;Robbery;2;446;23745
2018;Monash;Stalking, harassment and threatening behaviour;1;446;23746
2018;Monash;Assault and related offences;61;551;23747
2018;Monash;Dangerous and negligent acts endangering people;6;551;23748
2018;Monash;Other crimes against the person;15;551;23749
2018;Monash;Robbery;6;551;23750
2018;Monash;Stalking, harassment and threatening behaviour;8;551;23751
2018;Monash;Assault and related offences;94;592;23752
2018;Monash;Dangerous and negligent acts endangering people;11;592;23753
2018;Monash;Other crimes against the person;19;592;23754
2018;Monash;Robbery;33;592;23755
2018;Monash;Stalking, harassment and threatening behaviour;17;592;23756
2018;Monash;Assault and related offences;92;1049;23757
2018;Monash;Dangerous and negligent acts endangering people;15;1049;23758
2018;Monash;Other crimes against the person;45;1049;23759
2018;Monash;Robbery;10;1049;23760
2018;Monash;Stalking, harassment and threatening behaviour;21;1049;23761
2018;Monash;Assault and related offences;27;1265;23762
2018;Monash;Dangerous and negligent acts endangering people;2;1265;23763
2018;Monash;Other crimes against the person;6;1265;23764
2018;Monash;Robbery;1;1265;23765
2018;Monash;Stalking, harassment and threatening behaviour;4;1265;23766
2018;Monash;Assault and related offences;4;1269;23767
2018;Monash;Dangerous and negligent acts endangering people;2;1269;23768
2018;Monash;Other crimes against the person;4;1269;23769
2018;Monash;Stalking, harassment and threatening behaviour;1;1269;23770
2018;Monash;Assault and related offences;74;1916;23771
2018;Monash;Dangerous and negligent acts endangering people;9;1916;23772
2018;Monash;Other crimes against the person;23;1916;23773
2018;Monash;Robbery;4;1916;23774
2018;Monash;Stalking, harassment and threatening behaviour;20;1916;23775
2018;Monash;Assault and related offences;59;1928;23776
2018;Monash;Dangerous and negligent acts endangering people;17;1928;23777
2018;Monash;Other crimes against the person;20;1928;23778
2018;Monash;Robbery;12;1928;23779
2018;Monash;Stalking, harassment and threatening behaviour;9;1928;23780
2018;Monash;Assault and related offences;5;2084;23781
2018;Monash;Dangerous and negligent acts endangering people;1;2084;23782
2018;Monash;Other crimes against the person;2;2084;23783
2018;Monash;Robbery;1;2084;23784
2018;Monash;Stalking, harassment and threatening behaviour;3;2084;23785
2018;Monash;Assault and related offences;51;2110;23786
2018;Monash;Dangerous and negligent acts endangering people;8;2110;23787
2018;Monash;Other crimes against the person;13;2110;23788
2018;Monash;Robbery;4;2110;23789
2018;Monash;Stalking, harassment and threatening behaviour;9;2110;23790
2018;Monash;Assault and related offences;18;2111;23791
2018;Monash;Dangerous and negligent acts endangering people;2;2111;23792
2018;Monash;Other crimes against the person;10;2111;23793
2018;Monash;Robbery;1;2111;23794
2018;Monash;Stalking, harassment and threatening behaviour;4;2111;23795
2018;Monash;Assault and related offences;22;2112;23796
2018;Monash;Other crimes against the person;4;2112;23797
2018;Monash;Robbery;1;2112;23798
2018;Monash;Stalking, harassment and threatening behaviour;5;2112;23799
2018;Monash;Assault and related offences;44;2903;23800
2018;Monash;Dangerous and negligent acts endangering people;7;2903;23801
2018;Monash;Other crimes against the person;6;2903;23802
2018;Monash;Robbery;6;2903;23803
2018;Monash;Stalking, harassment and threatening behaviour;7;2903;23804
2018;Moonee Valley;Assault and related offences;8;3;23805
2018;Moonee Valley;Dangerous and negligent acts endangering people;1;3;23806
2018;Moonee Valley;Other crimes against the person;2;3;23807
2018;Moonee Valley;Robbery;1;3;23808
2018;Moonee Valley;Assault and related offences;38;15;23809
2018;Moonee Valley;Dangerous and negligent acts endangering people;4;15;23810
2018;Moonee Valley;Other crimes against the person;10;15;23811
2018;Moonee Valley;Stalking, harassment and threatening behaviour;4;15;23812
2018;Moonee Valley;Assault and related offences;89;79;23813
2018;Moonee Valley;Dangerous and negligent acts endangering people;3;79;23814
2018;Moonee Valley;Other crimes against the person;19;79;23815
2018;Moonee Valley;Robbery;21;79;23816
2018;Moonee Valley;Stalking, harassment and threatening behaviour;8;79;23817
2018;Moonee Valley;Assault and related offences;43;93;23818
2018;Moonee Valley;Other crimes against the person;8;93;23819
2018;Moonee Valley;Stalking, harassment and threatening behaviour;8;93;23820
2018;Moonee Valley;Assault and related offences;66;915;23821
2018;Moonee Valley;Dangerous and negligent acts endangering people;8;915;23822
2018;Moonee Valley;Other crimes against the person;18;915;23823
2018;Moonee Valley;Robbery;5;915;23824
2018;Moonee Valley;Stalking, harassment and threatening behaviour;16;915;23825
2018;Moonee Valley;Assault and related offences;3;916;23826
2018;Moonee Valley;Dangerous and negligent acts endangering people;4;916;23827
2018;Moonee Valley;Stalking, harassment and threatening behaviour;2;916;23828
2018;Moonee Valley;Assault and related offences;15;917;23829
2018;Moonee Valley;Other crimes against the person;1;917;23830
2018;Moonee Valley;Robbery;1;917;23831
2018;Moonee Valley;Stalking, harassment and threatening behaviour;2;917;23832
2018;Moonee Valley;Assault and related offences;3;918;23833
2018;Moonee Valley;Other crimes against the person;2;918;23834
2018;Moonee Valley;Assault and related offences;69;962;23835
2018;Moonee Valley;Dangerous and negligent acts endangering people;4;962;23836
2018;Moonee Valley;Other crimes against the person;14;962;23837
2018;Moonee Valley;Robbery;18;962;23838
2018;Moonee Valley;Stalking, harassment and threatening behaviour;18;962;23839
2018;Moonee Valley;Assault and related offences;39;1370;23840
2018;Moonee Valley;Dangerous and negligent acts endangering people;3;1370;23841
2018;Moonee Valley;Other crimes against the person;12;1370;23842
2018;Moonee Valley;Robbery;2;1370;23843
2018;Moonee Valley;Stalking, harassment and threatening behaviour;5;1370;23844
2018;Moonee Valley;Assault and related offences;13;1382;23845
2018;Moonee Valley;Robbery;2;1382;23846
2018;Moonee Valley;Stalking, harassment and threatening behaviour;1;1382;23847
2018;Moonee Valley;Assault and related offences;86;1836;23848
2018;Moonee Valley;Dangerous and negligent acts endangering people;4;1836;23849
2018;Moonee Valley;Other crimes against the person;12;1836;23850
2018;Moonee Valley;Robbery;5;1836;23851
2018;Moonee Valley;Stalking, harassment and threatening behaviour;30;1836;23852
2018;Moonee Valley;Assault and related offences;19;2052;23853
2018;Moonee Valley;Dangerous and negligent acts endangering people;1;2052;23854
2018;Moonee Valley;Other crimes against the person;4;2052;23855
2018;Moonee Valley;Robbery;2;2052;23856
2018;Moonee Valley;Stalking, harassment and threatening behaviour;3;2052;23857
2018;Moonee Valley;Assault and related offences;26;2505;23858
2018;Moonee Valley;Dangerous and negligent acts endangering people;6;2505;23859
2018;Moonee Valley;Other crimes against the person;3;2505;23860
2018;Moonee Valley;Robbery;1;2505;23861
2018;Moonee Valley;Stalking, harassment and threatening behaviour;12;2505;23862
2018;Moonee Valley;Assault and related offences;2;2506;23863
2018;Moonee Valley;Other crimes against the person;1;2506;23864
2018;Moonee Valley;Assault and related offences;9;2703;23865
2018;Moonee Valley;Other crimes against the person;2;2703;23866
2018;Moonee Valley;Robbery;2;2703;23867
2018;Moonee Valley;Stalking, harassment and threatening behaviour;1;2703;23868
2018;Moorabool;Assault and related offences;50;99;23869
2018;Moorabool;Dangerous and negligent acts endangering people;23;99;23870
2018;Moorabool;Other crimes against the person;23;99;23871
2018;Moorabool;Stalking, harassment and threatening behaviour;10;99;23872
2018;Moorabool;Assault and related offences;12;113;23873
2018;Moorabool;Dangerous and negligent acts endangering people;3;113;23874
2018;Moorabool;Other crimes against the person;4;113;23875
2018;Moorabool;Stalking, harassment and threatening behaviour;4;113;23876
2018;Moorabool;Assault and related offences;1;120;23877
2018;Moorabool;Stalking, harassment and threatening behaviour;1;120;23878
2018;Moorabool;Assault and related offences;4;121;23879
2018;Moorabool;Dangerous and negligent acts endangering people;2;121;23880
2018;Moorabool;Assault and related offences;1;233;23881
2018;Moorabool;Assault and related offences;3;275;23882
2018;Moorabool;Other crimes against the person;1;275;23883
2018;Moorabool;Other crimes against the person;1;403;23884
2018;Moorabool;Dangerous and negligent acts endangering people;1;424;23885
2018;Moorabool;Other crimes against the person;1;424;23886
2018;Moorabool;Other crimes against the person;1;429;23887
2018;Moorabool;Other crimes against the person;1;587;23888
2018;Moorabool;Assault and related offences;1;629;23889
2018;Moorabool;Assault and related offences;59;739;23890
2018;Moorabool;Dangerous and negligent acts endangering people;5;739;23891
2018;Moorabool;Other crimes against the person;7;739;23892
2018;Moorabool;Stalking, harassment and threatening behaviour;15;739;23893
2018;Moorabool;Assault and related offences;1;841;23894
2018;Moorabool;Other crimes against the person;1;841;23895
2018;Moorabool;Stalking, harassment and threatening behaviour;2;841;23896
2018;Moorabool;Assault and related offences;4;881;23897
2018;Moorabool;Stalking, harassment and threatening behaviour;1;881;23898
2018;Moorabool;Assault and related offences;3;1116;23899
2018;Moorabool;Dangerous and negligent acts endangering people;2;1116;23900
2018;Moorabool;Other crimes against the person;2;1116;23901
2018;Moorabool;Stalking, harassment and threatening behaviour;2;1116;23902
2018;Moorabool;Assault and related offences;2;1147;23903
2018;Moorabool;Other crimes against the person;1;1147;23904
2018;Moorabool;Assault and related offences;4;1252;23905
2018;Moorabool;Dangerous and negligent acts endangering people;1;1283;23906
2018;Moorabool;Assault and related offences;1;1508;23907
2018;Moorabool;Other crimes against the person;1;1544;23908
2018;Moorabool;Assault and related offences;1;1553;23909
2018;Moorabool;Assault and related offences;1;1592;23910
2018;Moorabool;Dangerous and negligent acts endangering people;3;1592;23911
2018;Moorabool;Assault and related offences;32;1631;23912
2018;Moorabool;Other crimes against the person;10;1631;23913
2018;Moorabool;Robbery;1;1631;23914
2018;Moorabool;Stalking, harassment and threatening behaviour;3;1631;23915
2018;Moorabool;Assault and related offences;3;1886;23916
2018;Moorabool;Assault and related offences;2;1892;23917
2018;Moorabool;Stalking, harassment and threatening behaviour;1;1892;23918
2018;Moorabool;Assault and related offences;1;1915;23919
2018;Moorabool;Dangerous and negligent acts endangering people;1;1915;23920
2018;Moorabool;Stalking, harassment and threatening behaviour;1;1915;23921
2018;Moorabool;Assault and related offences;2;1963;23922
2018;Moorabool;Dangerous and negligent acts endangering people;5;1963;23923
2018;Moorabool;Other crimes against the person;2;1963;23924
2018;Moorabool;Assault and related offences;1;2168;23925
2018;Moorabool;Dangerous and negligent acts endangering people;3;2168;23926
2018;Moorabool;Other crimes against the person;1;2168;23927
2018;Moorabool;Assault and related offences;1;2318;23928
2018;Moorabool;Assault and related offences;1;2789;23929
2018;Moorabool;Dangerous and negligent acts endangering people;1;2789;23930
2018;Moorabool;Other crimes against the person;2;2789;23931
2018;Moorabool;Assault and related offences;1;3069;23932
2018;Moreland;Assault and related offences;146;381;23933
2018;Moreland;Dangerous and negligent acts endangering people;10;381;23934
2018;Moreland;Other crimes against the person;44;381;23935
2018;Moreland;Robbery;20;381;23936
2018;Moreland;Stalking, harassment and threatening behaviour;25;381;23937
2018;Moreland;Assault and related offences;1;0;23938
2018;Moreland;Assault and related offences;57;382;23939
2018;Moreland;Dangerous and negligent acts endangering people;3;382;23940
2018;Moreland;Other crimes against the person;8;382;23941
2018;Moreland;Robbery;5;382;23942
2018;Moreland;Stalking, harassment and threatening behaviour;8;382;23943
2018;Moreland;Assault and related offences;48;383;23944
2018;Moreland;Dangerous and negligent acts endangering people;1;383;23945
2018;Moreland;Other crimes against the person;20;383;23946
2018;Moreland;Robbery;7;383;23947
2018;Moreland;Stalking, harassment and threatening behaviour;11;383;23948
2018;Moreland;Assault and related offences;179;620;23949
2018;Moreland;Dangerous and negligent acts endangering people;15;620;23950
2018;Moreland;Other crimes against the person;35;620;23951
2018;Moreland;Robbery;8;620;23952
2018;Moreland;Stalking, harassment and threatening behaviour;17;620;23953
2018;Moreland;Assault and related offences;79;621;23954
2018;Moreland;Dangerous and negligent acts endangering people;8;621;23955
2018;Moreland;Other crimes against the person;24;621;23956
2018;Moreland;Robbery;3;621;23957
2018;Moreland;Stalking, harassment and threatening behaviour;16;621;23958
2018;Moreland;Assault and related offences;82;941;23959
2018;Moreland;Dangerous and negligent acts endangering people;12;941;23960
2018;Moreland;Other crimes against the person;22;941;23961
2018;Moreland;Robbery;3;941;23962
2018;Moreland;Stalking, harassment and threatening behaviour;6;941;23963
2018;Moreland;Assault and related offences;1;958;23964
2018;Moreland;Stalking, harassment and threatening behaviour;2;958;23965
2018;Moreland;Assault and related offences;156;1083;23966
2018;Moreland;Dangerous and negligent acts endangering people;13;1083;23967
2018;Moreland;Other crimes against the person;32;1083;23968
2018;Moreland;Robbery;6;1083;23969
2018;Moreland;Stalking, harassment and threatening behaviour;30;1083;23970
2018;Moreland;Assault and related offences;9;1122;23971
2018;Moreland;Other crimes against the person;2;1122;23972
2018;Moreland;Stalking, harassment and threatening behaviour;1;1122;23973
2018;Moreland;Assault and related offences;33;1170;23974
2018;Moreland;Dangerous and negligent acts endangering people;1;1170;23975
2018;Moreland;Other crimes against the person;9;1170;23976
2018;Moreland;Robbery;2;1170;23977
2018;Moreland;Stalking, harassment and threatening behaviour;11;1170;23978
2018;Moreland;Assault and related offences;25;2108;23979
2018;Moreland;Other crimes against the person;7;2108;23980
2018;Moreland;Stalking, harassment and threatening behaviour;6;2108;23981
2018;Moreland;Assault and related offences;68;2151;23982
2018;Moreland;Dangerous and negligent acts endangering people;14;2151;23983
2018;Moreland;Other crimes against the person;15;2151;23984
2018;Moreland;Robbery;4;2151;23985
2018;Moreland;Stalking, harassment and threatening behaviour;18;2151;23986
2018;Moreland;Assault and related offences;27;2152;23987
2018;Moreland;Dangerous and negligent acts endangering people;5;2152;23988
2018;Moreland;Other crimes against the person;3;2152;23989
2018;Moreland;Robbery;4;2152;23990
2018;Moreland;Stalking, harassment and threatening behaviour;4;2152;23991
2018;Moreland;Assault and related offences;1;2717;23992
2018;Moreland;Stalking, harassment and threatening behaviour;3;2717;23993
2018;Mornington Peninsula;Assault and related offences;1;74;23994
2018;Mornington Peninsula;Assault and related offences;3;125;23995
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;3;125;23996
2018;Mornington Peninsula;Other crimes against the person;3;125;23997
2018;Mornington Peninsula;Assault and related offences;2;126;23998
2018;Mornington Peninsula;Other crimes against the person;1;126;23999
2018;Mornington Peninsula;Assault and related offences;13;178;24000
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;2;178;24001
2018;Mornington Peninsula;Other crimes against the person;2;178;24002
2018;Mornington Peninsula;Robbery;2;178;24003
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;4;178;24004
2018;Mornington Peninsula;Assault and related offences;9;266;24005
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;6;266;24006
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;3;266;24007
2018;Mornington Peninsula;Assault and related offences;5;276;24008
2018;Mornington Peninsula;Other crimes against the person;7;276;24009
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;1;276;24010
2018;Mornington Peninsula;Assault and related offences;3;299;24011
2018;Mornington Peninsula;Assault and related offences;1;496;24012
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;1;496;24013
2018;Mornington Peninsula;Assault and related offences;33;498;24014
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;3;498;24015
2018;Mornington Peninsula;Other crimes against the person;6;498;24016
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;6;498;24017
2018;Mornington Peninsula;Assault and related offences;20;700;24018
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;5;700;24019
2018;Mornington Peninsula;Other crimes against the person;9;700;24020
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;4;700;24021
2018;Mornington Peninsula;Assault and related offences;35;817;24022
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;12;817;24023
2018;Mornington Peninsula;Other crimes against the person;14;817;24024
2018;Mornington Peninsula;Robbery;1;817;24025
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;6;817;24026
2018;Mornington Peninsula;Assault and related offences;1;953;24027
2018;Mornington Peninsula;Other crimes against the person;1;953;24028
2018;Mornington Peninsula;Assault and related offences;1;963;24029
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;1;963;24030
2018;Mornington Peninsula;Assault and related offences;143;1193;24031
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;16;1193;24032
2018;Mornington Peninsula;Other crimes against the person;19;1193;24033
2018;Mornington Peninsula;Robbery;4;1193;24034
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;26;1193;24035
2018;Mornington Peninsula;Other crimes against the person;1;1245;24036
2018;Mornington Peninsula;Assault and related offences;1;1640;24037
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;1;1640;24038
2018;Mornington Peninsula;Other crimes against the person;2;1640;24039
2018;Mornington Peninsula;Assault and related offences;6;1688;24040
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;3;1688;24041
2018;Mornington Peninsula;Other crimes against the person;2;1688;24042
2018;Mornington Peninsula;Stalking, harassment and threatening behaviour;1;1688;24043
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;1;1751;24044
2018;Mornington Peninsula;Other crimes against the person;1;1752;24045
2018;Mornington Peninsula;Assault and related offences;3;1753;24046
2018;Mornington Peninsula;Assault and related offences;2;1851;24047
2018;Mornington Peninsula;Dangerous and negligent acts endangering people;7;1851;24048
2018;Mornington Peninsula;Assault and related offences;132;1860;24049
